"YEAR","RACE","SEX","SITE","EVENT_TYPE","COUNT","POPULATION"
"2003","American Indian/Alaska Native","Male and Female","Other Digestive Organs","Incidence","~",3312011
"2003","American Indian/Alaska Native","Male and Female","Other Digestive Organs","Mortality","~",3312011
"2004","American Indian/Alaska Native","Male and Female","Other Digestive Organs","Incidence","~",3429452
"2004","American Indian/Alaska Native","Male and Female","Other Digestive Organs","Mortality","~",3429452
"2005","American Indian/Alaska Native","Male and Female","Other Digestive Organs","Incidence","~",3554356
"2005","American Indian/Alaska Native","Male and Female","Other Digestive Organs","Mortality","~",3554356
"2006","American Indian/Alaska Native","Male and Female","Other Digestive Organs","Incidence","~",3687683
"2006","American Indian/Alaska Native","Male and Female","Other Digestive Organs","Mortality","~",3687683
"2007","American Indian/Alaska Native","Male and Female","Other Digestive Organs","Incidence","~",3829898
"2007","American Indian/Alaska Native","Male and Female","Other Digestive Organs","Mortality","~",3829898
"2008","American Indian/Alaska Native","Male and Female","Other Digestive Organs","Incidence","~",3983929
"2008","American Indian/Alaska Native","Male and Female","Other Digestive Organs","Mortality","~",3983929
"2009","American Indian/Alaska Native","Male and Female","Other Digestive Organs","Incidence","~",4141215
"2009","American Indian/Alaska Native","Male and Female","Other Digestive Organs","Mortality","~",4141215
"2010","American Indian/Alaska Native","Male and Female","Other Digestive Organs","Incidence","~",4273059
"2010","American Indian/Alaska Native","Male and Female","Other Digestive Organs","Mortality","~",4273059
"2010-2014","American Indian/Alaska Native","Male and Female","Other Digestive Organs","Incidence","90",21709391
"2010-2014","American Indian/Alaska Native","Male and Female","Other Digestive Organs","Mortality","47",21967987
"2011","American Indian/Alaska Native","Male and Female","Other Digestive Organs","Incidence","~",4282122
"2011","American Indian/Alaska Native","Male and Female","Other Digestive Organs","Mortality","~",4332631
"2012","American Indian/Alaska Native","Male and Female","Other Digestive Organs","Incidence","~",4393751
"2012","American Indian/Alaska Native","Male and Female","Other Digestive Organs","Mortality","~",4393751
"2013","American Indian/Alaska Native","Male and Female","Other Digestive Organs","Incidence","19",4453014
"2013","American Indian/Alaska Native","Male and Female","Other Digestive Organs","Mortality","~",4453014
"2014","American Indian/Alaska Native","Male and Female","Other Digestive Organs","Incidence","31",4515532
"2014","American Indian/Alaska Native","Male and Female","Other Digestive Organs","Mortality","~",4515532
"1999","American Indian/Alaska Native","Male and Female","Other Endocrine including Thymus","Incidence","~",2741025
"1999","American Indian/Alaska Native","Male and Female","Other Endocrine including Thymus","Mortality","~",2832761
"2000","American Indian/Alaska Native","Male and Female","Other Endocrine including Thymus","Incidence","~",2895579
"2000","American Indian/Alaska Native","Male and Female","Other Endocrine including Thymus","Mortality","~",2993321
"2001","American Indian/Alaska Native","Male and Female","Other Endocrine including Thymus","Incidence","19",3084418
"2001","American Indian/Alaska Native","Male and Female","Other Endocrine including Thymus","Mortality","~",3097333
"2002","American Indian/Alaska Native","Male and Female","Other Endocrine including Thymus","Incidence","~",3186407
"2002","American Indian/Alaska Native","Male and Female","Other Endocrine including Thymus","Mortality","~",3202471
"2003","American Indian/Alaska Native","Male and Female","Other Endocrine including Thymus","Incidence","18",3312011
"2003","American Indian/Alaska Native","Male and Female","Other Endocrine including Thymus","Mortality","~",3312011
"2004","American Indian/Alaska Native","Male and Female","Other Endocrine including Thymus","Incidence","~",3429452
"2004","American Indian/Alaska Native","Male and Female","Other Endocrine including Thymus","Mortality","~",3429452
"2005","American Indian/Alaska Native","Male and Female","Other Endocrine including Thymus","Incidence","18",3554356
"2005","American Indian/Alaska Native","Male and Female","Other Endocrine including Thymus","Mortality","~",3554356
"2006","American Indian/Alaska Native","Male and Female","Other Endocrine including Thymus","Incidence","~",3687683
"2006","American Indian/Alaska Native","Male and Female","Other Endocrine including Thymus","Mortality","~",3687683
"2007","American Indian/Alaska Native","Male and Female","Other Endocrine including Thymus","Incidence","~",3829898
"2007","American Indian/Alaska Native","Male and Female","Other Endocrine including Thymus","Mortality","~",3829898
"2008","American Indian/Alaska Native","Male and Female","Other Endocrine including Thymus","Incidence","~",3983929
"2008","American Indian/Alaska Native","Male and Female","Other Endocrine including Thymus","Mortality","~",3983929
"2009","American Indian/Alaska Native","Male and Female","Other Endocrine including Thymus","Incidence","~",4141215
"2009","American Indian/Alaska Native","Male and Female","Other Endocrine including Thymus","Mortality","~",4141215
"2010","American Indian/Alaska Native","Male and Female","Other Endocrine including Thymus","Incidence","~",4273059
"2010","American Indian/Alaska Native","Male and Female","Other Endocrine including Thymus","Mortality","~",4273059
"2010-2014","American Indian/Alaska Native","Male and Female","Other Endocrine including Thymus","Incidence","69",21709391
"2010-2014","American Indian/Alaska Native","Male and Female","Other Endocrine including Thymus","Mortality","20",21967987
"2011","American Indian/Alaska Native","Male and Female","Other Endocrine including Thymus","Incidence","~",4282122
"2011","American Indian/Alaska Native","Male and Female","Other Endocrine including Thymus","Mortality","~",4332631
"2012","American Indian/Alaska Native","Male and Female","Other Endocrine including Thymus","Incidence","~",4393751
"2012","American Indian/Alaska Native","Male and Female","Other Endocrine including Thymus","Mortality","~",4393751
"2013","American Indian/Alaska Native","Male and Female","Other Endocrine including Thymus","Incidence","17",4453014
"2013","American Indian/Alaska Native","Male and Female","Other Endocrine including Thymus","Mortality","~",4453014
"2014","American Indian/Alaska Native","Male and Female","Other Endocrine including Thymus","Incidence","21",4515532
"2014","American Indian/Alaska Native","Male and Female","Other Endocrine including Thymus","Mortality","~",4515532
"1999","American Indian/Alaska Native","Male and Female","Other Female Genital Organs","Incidence","~",1375372
"1999","American Indian/Alaska Native","Male and Female","Other Female Genital Organs","Mortality","~",1421980
"2000","American Indian/Alaska Native","Male and Female","Other Female Genital Organs","Incidence","~",1450740
"2000","American Indian/Alaska Native","Male and Female","Other Female Genital Organs","Mortality","~",1500265
"2001","American Indian/Alaska Native","Male and Female","Other Female Genital Organs","Incidence","~",1545619
"2001","American Indian/Alaska Native","Male and Female","Other Female Genital Organs","Mortality","~",1552172
"2002","American Indian/Alaska Native","Male and Female","Other Female Genital Organs","Incidence","~",1596078
"2002","American Indian/Alaska Native","Male and Female","Other Female Genital Organs","Mortality","~",1604289
"2003","American Indian/Alaska Native","Male and Female","Other Female Genital Organs","Incidence","~",1659114
"2003","American Indian/Alaska Native","Male and Female","Other Female Genital Organs","Mortality","~",1659114
"2004","American Indian/Alaska Native","Male and Female","Other Female Genital Organs","Incidence","~",1716767
"2004","American Indian/Alaska Native","Male and Female","Other Female Genital Organs","Mortality","~",1716767
"2005","American Indian/Alaska Native","Male and Female","Other Female Genital Organs","Incidence","~",1778645
"2005","American Indian/Alaska Native","Male and Female","Other Female Genital Organs","Mortality","~",1778645
"2006","American Indian/Alaska Native","Male and Female","Other Female Genital Organs","Incidence","~",1843293
"2006","American Indian/Alaska Native","Male and Female","Other Female Genital Organs","Mortality","~",1843293
"2007","American Indian/Alaska Native","Male and Female","Other Female Genital Organs","Incidence","~",1911949
"2007","American Indian/Alaska Native","Male and Female","Other Female Genital Organs","Mortality","~",1911949
"2008","American Indian/Alaska Native","Male and Female","Other Female Genital Organs","Incidence","~",1986553
"2008","American Indian/Alaska Native","Male and Female","Other Female Genital Organs","Mortality","~",1986553
"2009","American Indian/Alaska Native","Male and Female","Other Female Genital Organs","Incidence","~",2062396
"2009","American Indian/Alaska Native","Male and Female","Other Female Genital Organs","Mortality","~",2062396
"2010","American Indian/Alaska Native","Male and Female","Other Female Genital Organs","Incidence","~",2125763
"2010","American Indian/Alaska Native","Male and Female","Other Female Genital Organs","Mortality","~",2125763
"2010-2014","American Indian/Alaska Native","Male and Female","Other Female Genital Organs","Incidence","60",10803652
"2010-2014","American Indian/Alaska Native","Male and Female","Other Female Genital Organs","Mortality","~",10933925
"2011","American Indian/Alaska Native","Male and Female","Other Female Genital Organs","Incidence","~",2130869
"2011","American Indian/Alaska Native","Male and Female","Other Female Genital Organs","Mortality","~",2156254
"2012","American Indian/Alaska Native","Male and Female","Other Female Genital Organs","Incidence","17",2186915
"2012","American Indian/Alaska Native","Male and Female","Other Female Genital Organs","Mortality","~",2186915
"2013","American Indian/Alaska Native","Male and Female","Other Female Genital Organs","Incidence","~",2216645
"2013","American Indian/Alaska Native","Male and Female","Other Female Genital Organs","Mortality","~",2216645
"2014","American Indian/Alaska Native","Male and Female","Other Female Genital Organs","Incidence","19",2248348
"2014","American Indian/Alaska Native","Male and Female","Other Female Genital Organs","Mortality","~",2248348
"1999","American Indian/Alaska Native","Male and Female","Other Leukemias","Incidence","~",2741025
"1999","American Indian/Alaska Native","Male and Female","Other Leukemias","Mortality","16",2832761
"2000","American Indian/Alaska Native","Male and Female","Other Leukemias","Incidence","17",2895579
"2000","American Indian/Alaska Native","Male and Female","Other Leukemias","Mortality","~",2993321
"2001","American Indian/Alaska Native","Male and Female","Other Leukemias","Incidence","18",3084418
"2001","American Indian/Alaska Native","Male and Female","Other Leukemias","Mortality","24",3097333
"2002","American Indian/Alaska Native","Male and Female","Other Leukemias","Incidence","18",3186407
"2002","American Indian/Alaska Native","Male and Female","Other Leukemias","Mortality","16",3202471
"2003","American Indian/Alaska Native","Male and Female","Other Leukemias","Incidence","21",3312011
"2003","American Indian/Alaska Native","Male and Female","Other Leukemias","Mortality","18",3312011
"2004","American Indian/Alaska Native","Male and Female","Other Leukemias","Incidence","32",3429452
"2004","American Indian/Alaska Native","Male and Female","Other Leukemias","Mortality","20",3429452
"2005","American Indian/Alaska Native","Male and Female","Other Leukemias","Incidence","32",3554356
"2005","American Indian/Alaska Native","Male and Female","Other Leukemias","Mortality","20",3554356
"2006","American Indian/Alaska Native","Male and Female","Other Leukemias","Incidence","32",3687683
"2006","American Indian/Alaska Native","Male and Female","Other Leukemias","Mortality","19",3687683
"2007","American Indian/Alaska Native","Male and Female","Other Leukemias","Incidence","35",3829898
"2007","American Indian/Alaska Native","Male and Female","Other Leukemias","Mortality","22",3829898
"2008","American Indian/Alaska Native","Male and Female","Other Leukemias","Incidence","16",3983929
"2008","American Indian/Alaska Native","Male and Female","Other Leukemias","Mortality","18",3983929
"2009","American Indian/Alaska Native","Male and Female","Other Leukemias","Incidence","34",4141215
